Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
New Potential,"Ultimate Level 1, Book 6","By:
                                    Shawn Wilson",0 out of 5 stars,"By:
                                    Shawn Wilson","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",11 hrs and 57 mins,https://m.media-amazon.com/images/I/51qEFyjSwnL._SL500_.jpg,https://www.audible.com/pd/New-Potential-Audiobook/B0DNKQMPQ8?qid=1746635684&sr=1-124&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_24
Trailer Park Elves 2,A Humorous LitRPG Slice-of-Life Adventure,"By:
                                    Michael Dalton, Adam Lance",5 out of 5 stars,"By:
                                    Michael Dalton, Adam Lance","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",7 hrs and 41 mins,https://m.media-amazon.com/images/I/51Xvd1wu85L._SL500_.jpg,https://www.audible.com/pd/Trailer-Park-Elves-2-Audiobook/B0F6VD9BSD?qid=1746635684&sr=1-125&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_25
The Last Wizards' Ball,"Gunnie Rose, Book 6","By:
                                    Charlaine Harris",0 out of 5 stars,"By:
                                    Charlaine Harris","Regular price: 

                    $25.00
                

                    or 1 credit","Language:
                                      English",10 hrs and 15 mins,https://m.media-amazon.com/images/I/41b0rLIMxbL._SL500_.jpg,https://www.audible.com/pd/The-Last-Wizards-Ball-Audiobook/B0F2W35YK5?qid=1746635684&sr=1-126&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_26
Galactic Patrol,Lensman #3,"By:
                                    E.E. Smith",0 out of 5 stars,"By:
                                    E.E. Smith","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",8 hrs and 35 mins,https://m.media-amazon.com/images/I/31GfH72dupL._SL500_.jpg,https://www.audible.com/pd/Galactic-Patrol-Audiobook/B0DJWQ2V65?qid=1746635684&sr=1-127&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_27
Path of the Knight,"Dark Ascension, Book 1","By:
                                    Alexander Layne",0 out of 5 stars,"By:
                                    Alexander Layne","Regular price: 

                    $21.49
                

                    or 1 credit","Language:
                                      English",13 hrs and 50 mins,https://m.media-amazon.com/images/I/41K1kNrjc-L._SL500_.jpg,https://www.audible.com/pd/Path-of-the-Knight-Audiobook/B0DXR67RL7?qid=1746635684&sr=1-128&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_28
The Primal Hunter 11,A LitRPG Adventure,"By:
                                    Zogarth",5 out of 5 stars,"By:
                                    Zogarth","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",23 hrs and 31 mins,https://m.media-amazon.com/images/I/51D2PXx3VwL._SL500_.jpg,https://www.audible.com/pd/The-Primal-Hunter-11-Audiobook/B0DWG4J2SH?qid=1746635684&sr=1-129&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_29
An Education in Magical Affairs: An Isekai LitRPG,"I'm Not the Hero, Book 3","By:
                                    SourpatchHero",0 out of 5 stars,"By:
                                    SourpatchHero","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",16 hrs,https://m.media-amazon.com/images/I/51oi1zhGZHL._SL500_.jpg,https://www.audible.com/pd/An-Education-in-Magical-Affairs-An-Isekai-LitRPG-Audiobook/B0DJPXB664?qid=1746635684&sr=1-130&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_30
Mage of Waycross 4,A Slice of Life Fantasy Adventure,"By:
                                    Jack Bryce",5 out of 5 stars,"By:
                                    Jack Bryce","Regular price: 

                    $46.19
                

                    or 1 credit","Language:
                                      English",7 hrs and 28 mins,https://m.media-amazon.com/images/I/51T7Jx2BDoL._SL500_.jpg,https://www.audible.com/pd/Mage-of-Waycross-4-Audiobook/B0F67GZNMT?qid=1746635684&sr=1-131&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_31
Rise of the Living Forge 3,A LitRPG Adventure,"By:
                                    Actus",5 out of 5 stars,"By:
                                    Actus","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",21 hrs and 11 mins,https://m.media-amazon.com/images/I/51VA2JzliwL._SL500_.jpg,https://www.audible.com/pd/Rise-of-the-Living-Forge-3-Audiobook/B0F1V8K6DD?qid=1746635684&sr=1-132&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_32
Archangel's Ascension,"Guild Hunter, Book 17","By:
                                    Nalini Singh",0 out of 5 stars,"By:
                                    Nalini Singh","Regular price: 

                    $18.15
                

                    or 1 credit","Language:
                                      English",11 hrs and 44 mins,https://m.media-amazon.com/images/I/51uHO3GQncL._SL500_.jpg,https://www.audible.com/pd/Archangels-Ascension-Audiobook/B0F5BSFMHG?qid=1746635684&sr=1-133&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_33
Age of Expansion,"Rise of Mankind, Book 7","By:
                                    Jez Cajiao",5 out of 5 stars,"By:
                                    Jez Cajiao","Regular price: 

                    $30.09
                

                    or 1 credit","Language:
                                      English",23 hrs and 52 mins,https://m.media-amazon.com/images/I/51+V44JlUML._SL500_.jpg,https://www.audible.com/pd/Age-of-Expansion-Audiobook/B0F22PX5TK?qid=1746635684&sr=1-134&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_34
Gateway,"Expeditionary Force, Book 18","By:
                                    Craig Alanson",5 out of 5 stars,"By:
                                    Craig Alanson","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",19 hrs and 26 mins,https://m.media-amazon.com/images/I/51lJw-V9g8L._SL500_.jpg,https://www.audible.com/pd/Gateway-Audiobook/B0DRPQFHHW?qid=1746635684&sr=1-135&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_35
Farsight: Blade of Truth,"Farsight: Warhammer 40,000, Book 3","By:
                                    Phil Kelly",4.5 out of 5 stars,"By:
                                    Phil Kelly","Regular price: 

                    $32.71
                

                    or 1 credit","Language:
                                      English",13 hrs and 13 mins,https://m.media-amazon.com/images/I/51qMYYWO5oL._SL500_.jpg,https://www.audible.com/pd/Farsight-Blade-of-Truth-Audiobook/B0F1464NG6?qid=1746635684&sr=1-136&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_36
Bog Standard Isekai: Nightmares,"A LitRPG Isekai Adventure (Bog Standard Isekai, Book 3)","By:
                                    Miles English",5 out of 5 stars,"By:
                                    Miles English","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",21 hrs and 23 mins,https://m.media-amazon.com/images/I/519HfHdJ+WL._SL500_.jpg,https://www.audible.com/pd/Bog-Standard-Isekai-Nightmares-Audiobook/B0F3399GPB?qid=1746635684&sr=1-137&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_37
Devil's Desk 3,"Michael Talbot Adventures, Book 3","By:
                                    Mark Tufo",0 out of 5 stars,"By:
                                    Mark Tufo","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",Not Yet Known,https://m.media-amazon.com/images/I/4188FfBOuOL._SL500_.jpg,https://www.audible.com/pd/Devils-Desk-3-Audiobook/B0F1BTDZKM?qid=1746635684&sr=1-138&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=61HQ66NXNKPNQDETAFCN&plink=x87zayfDOmzYgSwr&pageLoadId=BOL9x7mtlZ4Nsv2z&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_3_38
